id,state,name,_runtime,_step,_timestamp,_wandb,bias/lambda_1,bias/lambda_2,epoch,train/loss,trainer/global_step,val/loss,l1,l2,lr,smooth,input_dim,l1_lambda,l1_smooth,l2_lambda,hidden_dim,output_dim,optimizer_cls,bias_model_kwargs,grad_match_loss_fn
di1ls0vq,finished,logical-sweep-13,64.10349297523499,581,1749597403.530379,{'runtime': 64},-0.008390397764742374,0.00566853629425168,43,0.003819422330707312,5499,0.7322039604187012,0.01,0.0001,0.001,0.01,10,0.01,0.01,0.0001,200,1,Adam,,mse_loss
fi4kgjwi,finished,olive-sweep-12,40.652661085128784,239,1749597380.062472,{'runtime': 41},0.3017916977405548,6.0141215324401855,67,0.09898317605257034,8499,140.8157958984375,0.001,10.0,0.001,0.01,10,0.001,0.01,10.0,200,1,Adam,,mse_loss
5413yf5s,finished,bright-sweep-10,29.32463836669922,241,1749597356.6968274,{'runtime': 29},-0.0004211812047287822,0.08976425230503082,23,0.004271847195923328,2999,2.8590598106384277,0.001,0.1,0.001,0.01,10,0.001,0.01,0.1,200,1,Adam,,mse_loss
27dw4b6c,finished,sweepy-sweep-11,21.93991708755493,155,1749597349.556714,{'runtime': 22},0.01892777532339096,1.0789726972579956,28,0.007143018301576376,3599,23.68583106994629,0.001,1.0,0.001,0.01,10,0.001,0.01,1.0,200,1,Adam,,mse_loss
8qzjrjli,finished,curious-sweep-9,35.01844835281372,305,1749597361.6467323,{'runtime': 35},0.0026545370928943157,-0.007903984747827053,25,0.008648981340229511,3249,0.6736469268798828,0.001,0.01,0.001,0.01,10,0.001,0.01,0.01,200,1,Adam,,mse_loss
nqa27ufc,finished,legendary-sweep-8,48.33819508552551,365,1749597372.12428,{'runtime': 48},-0.0018753176555037496,-0.0021935265976935625,49,0.0016187396831810474,6249,0.4820869565010071,0.001,0.001,0.001,0.01,10,0.001,0.01,0.001,200,1,Adam,,mse_loss
fwc72v4k,finished,fragrant-sweep-6,38.921849966049194,239,1749597314.438446,{'runtime': 39},0.2979750335216522,6.009474277496338,67,0.0991721898317337,8499,140.76815795898438,0.0001,10.0,0.001,0.01,10,0.0001,0.01,10.0,200,1,Adam,,mse_loss
265m3609,finished,worthy-sweep-5,23.215590000152588,155,1749597298.730688,{'runtime': 23},0.018084611743688583,1.0737135410308838,28,0.007034908048808575,3599,23.539634704589844,0.0001,1.0,0.001,0.01,10,0.0001,0.01,1.0,200,1,Adam,,mse_loss
xpzmh4sj,finished,hopeful-sweep-7,46.805070877075195,365,1749597322.34649,{'runtime': 47},-0.00297248805873096,0.00016822719771880656,49,0.0017477853689342735,6249,0.46497032046318054,0.001,0.0001,0.001,0.01,10,0.001,0.01,0.0001,200,1,Adam,,mse_loss
4gdmkot9,finished,crisp-sweep-3,36.57161092758179,302,1749597312.1048028,{'runtime': 37},0.0019910321570932865,-0.015009150840342045,24,0.003934286069124937,3099,0.5400720834732056,0.0001,0.01,0.001,0.01,10,0.0001,0.01,0.01,200,1,Adam,,mse_loss
mzysx6dr,finished,genial-sweep-4,29.342363357543945,241,1749597304.8457234,{'runtime': 30},-0.0014980671694502234,0.08163675665855408,23,0.004240767098963261,2999,2.713444948196411,0.0001,0.1,0.001,0.01,10,0.0001,0.01,0.1,200,1,Adam,,mse_loss
ru5x71tw,finished,spring-sweep-2,29.89272975921631,191,1749597305.4261796,{'runtime': 30},-0.0043328749015927315,-0.005372985266149044,45,0.001496547251008451,5749,0.4075250327587128,0.0001,0.001,0.001,0.01,10,0.0001,0.01,0.001,200,1,Adam,,mse_loss
z9s1n5o6,finished,crisp-sweep-1,29.627828121185303,191,1749597305.1417222,{'runtime': 30},-0.005604212637990713,-0.002147007267922163,45,0.0016362691530957818,5749,0.32255473732948303,0.0001,0.0001,0.001,0.01,10,0.0001,0.01,0.0001,200,1,Adam,,mse_loss
