id,state,name,_wandb,l1,l2,lr,smooth,input_dim,l1_lambda,l1_smooth,l2_lambda,hidden_dim,output_dim,_runtime,_step,_timestamp,bias/lambda_1,bias/lambda_2,epoch,train/loss,trainer/global_step,val/loss,optimizer_cls,bias_model_kwargs,grad_match_loss_fn
px3fx7wy,failed,atomic-sweep-118,{'runtime': 1},0.1,10.0,0.001,1e-4,10,0.1,1e-4,10.0,200,1,,,,,,,,,,,,
btdw9ch4,finished,devout-sweep-117,{'runtime': 54},0.1,10.0,0.01,0.001,10,0.1,0.001,10.0,200,1,53.992392778396606,321.0,1749669309.4046357,0.04289231076836586,10.25998878479004,100.0,0.08461306989192963,12599.0,143.08595275878906,Adam,,mse_loss
84yftzu2,finished,cool-sweep-116,{'runtime': 54},0.1,10.0,0.01,0.01,10,0.1,0.01,10.0,200,1,54.309178829193115,321.0,1749669308.3989208,0.056518375873565674,10.223840713500977,100.0,0.0836315006017685,12599.0,142.96351623535156,Adam,,mse_loss
didmdmxr,failed,breezy-sweep-115,{'runtime': 1},0.1,1.0,0.001,1e-6,10,0.1,1e-6,1.0,200,1,,,,,,,,,,,,
vx5fwa0p,failed,playful-sweep-114,{'runtime': 1},0.1,1.0,0.001,1e-5,10,0.1,1e-5,1.0,200,1,,,,,,,,,,,,
13eak75v,failed,eternal-sweep-113,{'runtime': 1},0.1,1.0,0.001,1e-4,10,0.1,1e-4,1.0,200,1,,,,,,,,,,,,
n6gtnm4s,finished,splendid-sweep-112,{'runtime': 96},0.1,1.0,0.01,0.001,10,0.1,0.001,1.0,200,1,96.10327100753784,682.0,1749669318.245232,0.05722677335143089,1.0237542390823364,120.0,0.012941925786435604,15099.0,26.199478149414062,Adam,,mse_loss
d9i087ss,finished,iconic-sweep-111,{'runtime': 96},0.1,1.0,0.01,0.01,10,0.1,0.01,1.0,200,1,95.63466715812685,682.0,1749669302.995798,0.07875364273786545,1.01447856426239,120.0,0.013388230465352535,15099.0,26.097806930541992,Adam,,mse_loss
t93w4sx7,failed,leafy-sweep-110,{'runtime': 1},0.1,0.1,0.001,1e-6,10,0.1,1e-6,0.1,200,1,,,,,,,,,,,,
er904xwi,failed,resilient-sweep-109,{'runtime': 1},0.1,0.1,0.001,1e-5,10,0.1,1e-5,0.1,200,1,,,,,,,,,,,,
qj7c3is7,failed,hardy-sweep-108,{'runtime': 1},0.1,0.1,0.001,1e-4,10,0.1,1e-4,0.1,200,1,,,,,,,,,,,,
kfpp5x4k,finished,breezy-sweep-107,{'runtime': 75},0.1,0.1,0.01,0.001,10,0.1,0.001,0.1,200,1,74.66117572784424,665.0,1749669256.1668968,0.0014667095383629205,0.08376438915729523,50.0,0.0024318594951182604,6349.0,4.034268856048584,Adam,,mse_loss
8104b56q,finished,rich-sweep-106,{'runtime': 75},0.1,0.1,0.01,0.01,10,0.1,0.01,0.1,200,1,75.42003870010376,665.0,1749669236.1915088,0.05317385494709015,0.06812979280948639,50.0,0.002359227277338505,6349.0,4.028954982757568,Adam,,mse_loss
4306azyk,failed,avid-sweep-105,{'runtime': 1},0.1,0.01,0.001,1e-6,10,0.1,1e-6,0.01,200,1,,,,,,,,,,,,
1fr1bwem,failed,magic-sweep-104,{'runtime': 1},0.1,0.01,0.001,1e-5,10,0.1,1e-5,0.01,200,1,,,,,,,,,,,,
hzjha5t5,failed,woven-sweep-103,{'runtime': 1},0.1,0.01,0.001,1e-4,10,0.1,1e-4,0.01,200,1,,,,,,,,,,,,
7r5samps,finished,skilled-sweep-102,{'runtime': 76},0.1,0.01,0.01,0.001,10,0.1,0.001,0.01,200,1,76.44783878326416,602.0,1749669213.0487547,0.012816909700632095,0.00929469708353281,75.0,0.002652304247021675,9499.0,1.7904070615768433,Adam,,mse_loss
lm5z7vt5,finished,azure-sweep-101,{'runtime': 77},0.1,0.01,0.01,0.01,10,0.1,0.01,0.01,200,1,76.45709681510925,602.0,1749669213.0881689,0.0189385749399662,0.007658480200916529,75.0,0.002651182934641838,9499.0,1.7851041555404663,Adam,,mse_loss
sesl9zdv,failed,honest-sweep-100,{'runtime': 1},0.1,0.001,0.001,1e-6,10,0.1,1e-6,0.001,200,1,,,,,,,,,,,,
ao1v7y1x,failed,comic-sweep-99,{'runtime': 1},0.1,0.001,0.001,1e-5,10,0.1,1e-5,0.001,200,1,,,,,,,,,,,,
sfotwk1g,failed,sunny-sweep-98,{'runtime': 1},0.1,0.001,0.001,1e-4,10,0.1,1e-4,0.001,200,1,,,,,,,,,,,,
u8p3svtp,finished,wandering-sweep-96,{'runtime': 79},0.1,0.001,0.01,0.01,10,0.1,0.01,0.001,200,1,78.56923365592957,602.0,1749669187.1034307,0.009842541068792343,0.0012667443370446565,75.0,0.002925701905041933,9499.0,1.5265772342681885,Adam,,mse_loss
vhwzgfxl,finished,charmed-sweep-97,{'runtime': 65},0.1,0.001,0.01,0.001,10,0.1,0.001,0.001,200,1,64.94739151000977,490.0,1749669173.4822035,0.051540717482566833,0.03940676525235176,60.0,0.002872232813388109,7599.0,1.549797296524048,Adam,,mse_loss
d4thh03f,failed,fast-sweep-95,{'runtime': 1},0.1,0.0001,0.001,1e-6,10,0.1,1e-6,0.0001,200,1,,,,,,,,,,,,
8zrjdhmg,failed,clean-sweep-94,{'runtime': 1},0.1,0.0001,0.001,1e-5,10,0.1,1e-5,0.0001,200,1,,,,,,,,,,,,
sywzk93f,failed,stellar-sweep-93,{'runtime': 1},0.1,0.0001,0.001,1e-4,10,0.1,1e-4,0.0001,200,1,,,,,,,,,,,,
ja46ul44,finished,scarlet-sweep-92,{'runtime': 61},0.1,0.0001,0.01,0.001,10,0.1,0.001,0.0001,200,1,60.63062858581543,490.0,1749669134.2539096,0.04710175096988678,0.039794664829969406,60.0,0.0028871179092675447,7599.0,1.5247032642364502,Adam,,mse_loss
t32o0cm1,finished,golden-sweep-91,{'runtime': 75},0.1,0.0001,0.01,0.01,10,0.1,0.01,0.0001,200,1,75.2566397190094,602.0,1749669139.6321046,0.008647401817142963,0.0007142529357224703,75.0,0.0029588753823190928,9499.0,1.4993083477020264,Adam,,mse_loss
71vvig9l,failed,dazzling-sweep-89,{'runtime': 1},0.01,10.0,0.001,1e-5,10,0.01,1e-5,10.0,200,1,,,,,,,,,,,,
gl1onrnk,failed,vocal-sweep-90,{'runtime': 1},0.01,10.0,0.001,1e-6,10,0.01,1e-6,10.0,200,1,,,,,,,,,,,,
tpk05s1x,failed,serene-sweep-88,{'runtime': 1},0.01,10.0,0.001,1e-4,10,0.01,1e-4,10.0,200,1,,,,,,,,,,,,
am9dp9gm,finished,happy-sweep-87,{'runtime': 55},0.01,10.0,0.01,0.001,10,0.01,0.001,10.0,200,1,54.919151306152344,321.0,1749669091.3851354,-0.004074351396411657,10.039514541625977,100.0,0.09564290195703506,12599.0,141.29080200195312,Adam,,mse_loss
sabp8p99,finished,vibrant-sweep-86,{'runtime': 55},0.01,10.0,0.01,0.01,10,0.01,0.01,10.0,200,1,54.83451747894287,321.0,1749669090.2663195,-0.005752027966082096,10.046480178833008,100.0,0.0953119769692421,12599.0,141.2287139892578,Adam,,mse_loss
wrbnxcs5,failed,celestial-sweep-85,{'runtime': 1},0.01,1.0,0.001,1e-6,10,0.01,1e-6,1.0,200,1,,,,,,,,,,,,
m4rjakzx,failed,trim-sweep-84,{'runtime': 1},0.01,1.0,0.001,1e-5,10,0.01,1e-5,1.0,200,1,,,,,,,,,,,,
kxwkoycz,failed,fancy-sweep-83,{'runtime': 1},0.01,1.0,0.001,1e-4,10,0.01,1e-4,1.0,200,1,,,,,,,,,,,,
3j8gajce,finished,exalted-sweep-82,{'runtime': 55},0.01,1.0,0.01,0.001,10,0.01,0.001,1.0,200,1,54.407389402389526,320.0,1749669065.5582943,0.0020071561448276043,1.1969804763793943,94.0,0.01122200023382902,11849.0,25.092134475708008,Adam,,mse_loss
5dmprf3t,finished,solar-sweep-81,{'runtime': 53},0.01,1.0,0.01,0.01,10,0.01,0.01,1.0,200,1,52.82725286483765,320.0,1749669051.0755038,0.004623689688742161,1.174710392951965,94.0,0.011192197911441326,11849.0,25.015277862548828,Adam,,mse_loss
06oog5fx,failed,sandy-sweep-80,{'runtime': 1},0.01,0.1,0.001,1e-6,10,0.01,1e-6,0.1,200,1,,,,,,,,,,,,
2fr7qyta,failed,spring-sweep-79,{'runtime': 1},0.01,0.1,0.001,1e-5,10,0.01,1e-5,0.1,200,1,,,,,,,,,,,,
s2uikqdw,failed,electric-sweep-78,{'runtime': 1},0.01,0.1,0.001,1e-4,10,0.01,1e-4,0.1,200,1,,,,,,,,,,,,
hln142xk,finished,sage-sweep-77,{'runtime': 75},0.01,0.1,0.01,0.001,10,0.01,0.001,0.1,200,1,74.73040556907654,616.0,1749669040.5682616,-0.014813460409641266,0.1430812627077103,50.0,0.002124791033565998,6349.0,3.075993776321411,Adam,,mse_loss
kcummwp8,finished,bumbling-sweep-76,{'runtime': 75},0.01,0.1,0.01,0.01,10,0.01,0.01,0.1,200,1,75.14164137840271,616.0,1749669037.0341945,-0.013127037324011326,0.14060534536838531,50.0,0.002149937441572547,6349.0,3.071312427520752,Adam,,mse_loss
b940wxjy,failed,wise-sweep-75,{'runtime': 1},0.01,0.01,0.001,1e-6,10,0.01,1e-6,0.01,200,1,,,,,,,,,,,,
oq4efc8g,failed,mild-sweep-74,{'runtime': 1},0.01,0.01,0.001,1e-5,10,0.01,1e-5,0.01,200,1,,,,,,,,,,,,
niwh9v0l,failed,denim-sweep-73,{'runtime': 1},0.01,0.01,0.001,1e-4,10,0.01,1e-4,0.01,200,1,,,,,,,,,,,,
yzzybwux,finished,robust-sweep-72,{'runtime': 71},0.01,0.01,0.01,0.001,10,0.01,0.001,0.01,200,1,70.92258358001709,616.0,1749668989.2340236,-0.014348049648106098,0.045116230845451355,50.0,0.002647703979164362,6349.0,0.9149564504623412,Adam,,mse_loss
p0s2amqz,finished,splendid-sweep-71,{'runtime': 73},0.01,0.01,0.01,0.01,10,0.01,0.01,0.01,200,1,72.78133583068848,616.0,1749668989.230439,-0.012776290997862816,0.04327951371669769,50.0,0.0026872390881180763,6349.0,0.9158989787101746,Adam,,mse_loss
fjentjcg,failed,true-sweep-70,{'runtime': 1},0.01,0.001,0.001,1e-6,10,0.01,1e-6,0.001,200,1,,,,,,,,,,,,
g33mdj61,failed,ruby-sweep-69,{'runtime': 1},0.01,0.001,0.001,1e-5,10,0.01,1e-5,0.001,200,1,,,,,,,,,,,,
rhkh2eo8,failed,dry-sweep-68,{'runtime': 1},0.01,0.001,0.001,1e-4,10,0.01,1e-4,0.001,200,1,,,,,,,,,,,,
2b9wjkm8,finished,brisk-sweep-67,{'runtime': 81},0.01,0.001,0.01,0.001,10,0.01,0.001,0.001,200,1,81.03960585594177,668.0,1749668970.2081778,-0.003585117170587182,0.04292299970984459,78.0,0.004402696155011654,9849.0,0.7558155059814453,Adam,,mse_loss
gqmaw9ul,finished,driven-sweep-66,{'runtime': 82},0.01,0.001,0.01,0.01,10,0.01,0.01,0.001,200,1,81.25303936004639,668.0,1749668965.7627697,0.014796964824199677,0.03805829584598541,78.0,0.004395404364913702,9849.0,0.7343956828117371,Adam,,mse_loss
xumpbd1p,failed,super-sweep-65,{'runtime': 1},0.01,0.0001,0.001,1e-6,10,0.01,1e-6,0.0001,200,1,,,,,,,,,,,,
l3thqyzk,failed,glowing-sweep-64,{'runtime': 1},0.01,0.0001,0.001,1e-5,10,0.01,1e-5,0.0001,200,1,,,,,,,,,,,,
e4ia8ety,failed,driven-sweep-63,{'runtime': 1},0.01,0.0001,0.001,1e-4,10,0.01,1e-4,0.0001,200,1,,,,,,,,,,,,
pd70sbfx,finished,daily-sweep-62,{'runtime': 86},0.01,0.0001,0.01,0.001,10,0.01,0.001,0.0001,200,1,85.57470989227295,668.0,1749668942.4390998,-0.004883855115622282,0.04171375185251236,78.0,0.004723886959254742,9849.0,0.7397903800010681,Adam,,mse_loss
l3awfx31,finished,drawn-sweep-61,{'runtime': 81},0.01,0.0001,0.01,0.01,10,0.01,0.01,0.0001,200,1,81.17659425735474,668.0,1749668927.8415363,0.011255927383899689,0.03519517183303833,78.0,0.0048554278910160065,9849.0,0.7322039604187012,Adam,,mse_loss
v2rlpc7w,failed,dashing-sweep-60,{'runtime': 1},0.001,10.0,0.001,1e-6,10,0.001,1e-6,10.0,200,1,,,,,,,,,,,,
ihp5qgio,failed,true-sweep-59,{'runtime': 1},0.001,10.0,0.001,1e-5,10,0.001,1e-5,10.0,200,1,,,,,,,,,,,,
q7nc5x3m,failed,fresh-sweep-58,{'runtime': 1},0.001,10.0,0.001,1e-4,10,0.001,1e-4,10.0,200,1,,,,,,,,,,,,
fm52fyhx,finished,sweepy-sweep-57,{'runtime': 57},0.001,10.0,0.01,0.001,10,0.001,0.001,10.0,200,1,56.23667287826538,321.0,1749668873.2827258,-0.007538009900599718,9.987130165100098,100.0,0.09795152395963667,12599.0,140.82406616210938,Adam,,mse_loss
qhsf68kn,finished,lunar-sweep-56,{'runtime': 56},0.001,10.0,0.01,0.01,10,0.001,0.01,10.0,200,1,55.595669984817505,321.0,1749668872.640714,-0.009990394115447998,9.99846363067627,100.0,0.09775658696889876,12599.0,140.8157958984375,Adam,,mse_loss
u8orgk24,failed,rose-sweep-55,{'runtime': 1},0.001,1.0,0.001,1e-6,10,0.001,1e-6,1.0,200,1,,,,,,,,,,,,
8egv50h0,failed,stilted-sweep-54,{'runtime': 1},0.001,1.0,0.001,1e-5,10,0.001,1e-5,1.0,200,1,,,,,,,,,,,,
foyn1b1f,failed,absurd-sweep-53,{'runtime': 1},0.001,1.0,0.001,1e-4,10,0.001,1e-4,1.0,200,1,,,,,,,,,,,,
tibloa2w,finished,neat-sweep-52,{'runtime': 54},0.001,1.0,0.01,0.001,10,0.001,0.001,1.0,200,1,53.67693781852722,320.0,1749668844.7938278,-0.004803910851478577,1.1704882383346558,94.0,0.010444289073348044,11849.0,23.69529914855957,Adam,,mse_loss
wrg1oix0,finished,vital-sweep-51,{'runtime': 54},0.001,1.0,0.01,0.01,10,0.001,0.01,1.0,200,1,53.34336829185486,320.0,1749668838.7511382,-0.003003485966473818,1.148193359375,94.0,0.010422838851809502,11849.0,23.68583106994629,Adam,,mse_loss
q63vt6ya,failed,stellar-sweep-50,{'runtime': 1},0.001,0.1,0.001,1e-6,10,0.001,1e-6,0.1,200,1,,,,,,,,,,,,
flp0v8kh,failed,honest-sweep-49,{'runtime': 1},0.001,0.1,0.001,1e-5,10,0.001,1e-5,0.1,200,1,,,,,,,,,,,,
0yhjx6km,failed,visionary-sweep-48,{'runtime': 1},0.001,0.1,0.001,1e-4,10,0.001,1e-4,0.1,200,1,,,,,,,,,,,,
